filename,speaker_id,emotion,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,zcr,rms,centroid,bandwidth,rolloff
s004.WAV,s004,Sad,-374.13507,72.30233,-33.833794,-6.4922457,-23.84349,-20.197697,-12.025365,-21.823072,-25.579693,-10.530366,-16.468716,-11.546001,-23.411203,0.10391267030709342,0.032793224,2007.396490315248,2012.4427691286448,3629.6858949232264
s005.WAV,s005,Sad,-451.10776,50.010773,-26.291536,-28.931055,-28.28186,-11.148158,-11.154485,-22.786352,-17.440342,0.63863486,-5.631239,1.789867,1.6323186,0.12677850786423842,0.035310652,2221.1653412704177,2233.21848706102,4206.176111082367
a001.WAV,a001,Angry,-269.68024,112.498375,-14.458358,22.344639,-17.365355,-29.058388,10.966122,-18.923586,-18.235601,0.6345094,-14.322675,-1.470436,-16.67241,0.07946640186095505,0.09740809,1666.4782241438143,1841.6266920065018,3305.104733584972
a002.WAV,a002,Angry,-282.29993,45.605633,-21.548615,4.9892693,-12.99418,-10.679154,-18.62674,1.3462896,-21.65312,4.655367,-18.895666,-2.645774,0.7861776,0.1285067471590909,0.06984245,2408.1638307099547,2260.324871172244,4630.046497691761
a003.WAV,a003,Angry,-343.3584,25.221582,-48.49475,-14.013454,-21.26602,-28.225895,-25.489435,-28.758055,-35.992264,-4.0013695,-35.4687,1.4892466,-15.70304,0.1387952867445055,0.038389906,2636.021915652083,2230.7679804594777,4791.196852463942
a004.WAV,a004,Angry,-335.63358,105.956924,-10.985016,21.205803,-7.1489205,-17.774767,2.717744,-17.421343,-12.185042,-5.727889,-11.806097,-3.0979016,-17.562407,0.08263644366197183,0.07278579,1703.1452790054934,1918.6222619769053,3383.442451584507
a005.WAV,a005,Angry,-299.13785,115.45174,-14.268596,10.747904,-13.179511,-24.369553,1.6999296,-17.368433,-22.628412,-12.453519,-17.355864,-4.280011,-20.372158,0.07707248263888888,0.07755853,1554.3426566536498,1844.0896074938294,2928.1806640625
a006.WAV,a006,Angry,-286.54602,122.0064,-24.696104,28.952045,-19.853783,-33.007484,13.101385,-22.694841,-15.000735,-11.325087,-18.225306,3.7161279,-18.368456,0.06400174872819768,0.08424232,1515.7205058163133,1762.0862759785234,3041.8153274890988
a007.WAV,a007,Angry,-318.42825,110.60954,6.8679085,16.61516,-15.058623,-25.678568,7.853773,-13.154092,-26.059072,-8.518929,-16.238855,-6.0806255,-16.725355,0.05918359375,0.08543031,1431.098962190412,1957.0296440444881,2904.1400390625
a008.WAV,a008,Angry,-149.21419,106.70076,-10.878556,22.921824,-4.302919,1.6723926,-11.14194,-1.8184124,-7.3652644,4.2481375,-6.0835342,4.7274294,-10.2885685,0.12448561908407572,0.16932984,2184.878010022628,2166.4627919654454,4295.969939709772
a009.WAV,a009,Angry,-313.6404,111.75657,-34.718784,22.496334,-4.4955273,-14.57759,1.1730244,-19.622213,-11.822624,-8.523316,-9.682565,-7.6979713,-7.949244,0.09682975559059633,0.07114407,1593.755976544511,1407.135370359277,2954.1974268922017
a010.WAV,a010,Angry,-143.189,133.4277,-26.82635,23.712456,1.1986282,-8.006102,-9.983332,-10.017832,-13.117539,6.4234138,-14.075168,8.495607,-12.844817,0.07110867834394904,0.2360468,1555.0664481035783,1770.677100298493,3015.745670780255
a011.WAV,a011,Angry,-254.67606,157.5193,-14.854619,25.569956,-22.391846,-4.9228787,7.118984,-16.723484,-20.51203,-7.829964,-3.5208077,5.939327,-6.7525363,0.056451612903225805,0.09499701,1158.6246673771764,1400.689396380699,2105.7388797883063
a012.WAV,a012,Angry,-138.15692,120.56904,-16.434057,25.052086,-10.151007,2.915025,-9.288674,-15.818436,-7.9463024,6.6657734,-6.377486,-2.64282,-2.820684,0.09231009534610216,0.20043273,1803.8891202369948,1880.0200831098275,3463.9225129158267
a013.WAV,a013,Angry,-191.30086,125.382065,-6.859328,23.646801,-4.7244263,8.237923,-6.2189627,-2.489953,-8.69039,7.876394,-6.118636,6.220882,-5.6101985,0.07441184303977273,0.16069828,1701.9962403733668,1867.3085084709567,3395.7861328125
a014.WAV,a014,Angry,-420.87463,115.93786,-10.234595,1.988878,-2.4074821,-15.463172,-8.921673,-20.45588,5.2970166,1.9874864,-5.9031672,-5.122102,-13.608601,0.07379001524390244,0.033076845,1497.8079448829021,1774.0995090523643,2586.4790753620427
a015.WAV,a015,Angry,-376.79327,87.78979,-28.013407,13.899486,1.8376929,-1.9169706,-3.787486,-8.971401,7.945937,5.5600057,-11.339065,-9.508757,-9.494053,0.09746844951923077,0.034884788,1957.6892992411715,1958.080227385257,3628.758826622596
a016.WAV,a016,Angry,-200.24306,99.13907,-21.217442,19.8657,-1.7323561,-1.7922419,-11.1029005,-3.2024364,0.18278965,7.9857144,-9.74695,8.29125,-13.644737,0.09852037931743421,0.12791114,2012.4154860903172,2008.1343558913286,4009.1424239309213
a017.WAV,a017,Angry,-310.10492,119.37478,-39.99298,31.821724,-5.045375,0.53148067,6.684983,-16.991148,-2.9469318,-4.991433,12.92648,-1.9285282,-9.411566,0.07713715707508251,0.049208082,1565.688225610077,1545.3546245904126,2821.0272760674507
a018.WAV,a018,Angry,-274.43698,93.9289,-10.578007,22.13566,4.6102314,-3.8284426,14.170156,-10.848455,-6.2260957,-6.708488,4.211571,-3.4361615,-9.804422,0.10357344777960527,0.055345852,2166.7647029408845,2239.7984140918734,4105.994616056743
a019.WAV,a019,Angry,-341.05612,100.42636,-21.542831,14.032804,-8.555515,7.7523003,-17.552776,-13.91967,-5.459031,-0.6114291,-2.784708,-14.11598,-6.4380784,0.08628274936868686,0.07788546,1694.2306793932112,1686.4142070703294,3225.847833806818
a020.WAV,a020,Angry,-162.43442,131.82129,-25.230854,17.469215,-2.1186192,0.12559333,-10.811267,-5.034202,-6.891933,13.28755,-3.9155557,3.5646677,-9.439004,0.09308120265151515,0.14624475,1775.154360829372,1846.9567951020008,3395.5251242897725
a021.WAV,a021,Angry,-168.86322,126.51575,-14.544925,23.840855,-2.042134,-0.8391419,-6.583167,-5.203059,-10.301403,7.480677,-6.3180943,9.927962,-9.135648,0.07720792354060914,0.18414195,1694.578486874613,1889.8526547530023,3299.9907053061547
a022.WAV,a022,Angry,-272.94254,137.46704,-12.369063,29.687244,-5.2999477,-5.403922,1.6103218,-6.343161,-11.375068,-6.2559934,3.8010585,0.98235667,-5.1215487,0.05787612452651515,0.055572327,1444.7565272425904,1759.3883651269948,2790.8336292613635
a023.WAV,a023,Angry,-250.57794,144.31857,0.8449621,25.059875,-14.693466,-5.265427,14.682663,-5.136247,-20.98179,-3.3117857,-4.964593,-2.0918834,-3.5276682,0.0556640625,0.09469967,1344.9528702783543,1599.1347086830392,2289.5851135253906
a024.WAV,a024,Angry,-258.25427,117.0473,-40.961437,20.415298,11.398286,-7.408353,3.720249,-3.0360975,-6.2029552,4.834601,5.004625,-0.22597748,-10.62476,0.09149696621192893,0.06739287,1769.796139390683,1714.480541446655,2989.0709271890864
a025.WAV,a025,Angry,-214.91139,125.62067,-37.853832,-1.5948256,-37.2142,-9.391632,-2.0419824,-14.731573,-30.877678,-17.867437,-0.43367627,0.5077253,-6.256412,0.0730428517088015,0.1326528,1418.7143831838714,1468.9584864336582,2389.7016546699438
a026.WAV,a026,Angry,-261.97437,91.3008,-32.893032,5.613289,-14.054656,-8.985839,-6.7793174,-5.5711174,-22.243048,-15.987452,2.1218002,-0.7866796,-6.52355,0.10205627527250352,0.09318152,1839.010773263871,1744.191248748479,3179.4334701344937
a027.WAV,a027,Angry,-240.33899,118.06542,-0.26976776,7.2746825,-11.164508,-15.806435,15.061313,-21.983847,-9.089582,5.516495,-12.543136,5.244113,-4.598051,0.07396374974258649,0.08486324,1704.3677566336116,2057.355315532559,3278.5454688787067
a028.WAV,a028,Angry,-242.01752,103.61292,11.018942,8.1667385,-14.269779,-16.757824,12.630665,-15.998188,-16.190424,6.3691487,-15.576063,3.4686594,-2.8881807,0.07605731670673077,0.100656815,1802.2690403451304,2120.310792484058,3554.3243408203125
a029.WAV,a029,Angry,-243.75563,100.729744,1.0228438,-2.00986,-15.994137,-14.771529,16.193913,-17.293858,-17.961193,8.770796,-13.494769,5.622007,-1.7639071,0.09242597144194757,0.108811654,1855.1743281039373,2049.8285073582765,3380.7532149754215
a030.WAV,a030,Angry,-264.3058,101.69605,19.149271,0.17827474,-16.424913,-11.863283,8.315567,-12.627684,-14.20375,-0.2980575,-11.074346,3.2382708,-0.110275455,0.07845247005988024,0.08963086,1767.6175673859839,2124.060824531083,3381.2286559693116
a031.WAV,a031,Angry,-238.43266,129.44064,6.6858354,16.538345,-15.289096,-18.33341,18.62915,-18.368084,-13.811442,3.2392426,-15.100269,1.651667,-3.999043,0.07819806134259259,0.07781472,1698.9213714157918,1993.5633725822759,3237.6526692708335
a032.WAV,a032,Angry,-620.27106,69.764175,-9.288315,-15.493483,-21.84841,-19.753906,-11.027527,-14.498061,-26.302778,-6.180768,-12.097214,-15.384969,-14.556103,0.25543312296416937,0.00569896,2470.7875714319375,2046.2336800175065,4339.711977682206
a033.WAV,a033,Angry,-368.34152,41.984642,-42.2471,6.959081,-35.994007,-36.828068,-9.725045,-24.07753,-12.587987,-15.326992,-17.214815,-13.762362,-17.661129,0.12717848557692307,0.02682705,2391.0830332888972,2147.810571989914,4162.278973280326
a034.WAV,a034,Angry,-358.18558,67.229324,-45.353565,4.9411907,-28.19599,-30.829338,-12.3099375,-38.895428,-9.116511,-16.92458,-18.3197,-13.912704,-16.25202,0.11322768328059071,0.033673026,2122.7476866252905,2002.5573151619967,3808.1969442246836
a035.WAV,a035,Angry,-382.20676,48.38812,-27.427046,-14.932487,-16.957684,-20.651218,-7.2546835,-25.447018,-25.975002,-9.638204,-17.65435,-7.296875,-18.565945,0.11696058788726334,0.033519235,2346.9122531850285,2371.150026928689,4598.598985786897
a036.WAV,a036,Angry,-405.7051,71.99852,-25.084244,-3.352794,-24.098827,-20.741486,-13.436183,-33.165455,-21.072971,-12.936509,-14.53456,-4.886772,-19.907505,0.13095027842420212,0.044371326,2107.3618980674187,2033.4169684692615,3905.5274476396276
a037.WAV,a037,Angry,-426.43912,46.616825,-22.549786,-19.307665,-29.329567,-25.180628,-9.870043,-15.764848,-23.067835,-14.321895,-13.849415,-11.581744,-16.48877,0.2511638484589041,0.026559085,2946.814051667557,2390.5868309079788,5066.497217465753
a038.WAV,a038,Angry,-375.13104,14.2074,-27.33437,-0.5567077,-13.483324,-5.3098564,-21.664158,-16.762678,-9.168656,3.442411,-6.593251,-1.5497057,4.3560815,0.20693359375,0.02345886,3300.034690315619,2393.6738504405207,5871.181640625
a039.WAV,a039,Angry,-346.54422,32.93346,-31.802423,-12.189521,-31.44027,-19.339193,-6.5778317,-38.69507,-10.882317,-16.739069,-12.73964,-7.986405,-11.704324,0.1966316164001938,0.06921659,3064.379338993502,2576.3305665131725,5847.600040879361
a040.WAV,a040,Angry,-325.9899,17.880995,-38.99455,-20.412653,-18.501152,-16.90081,-18.1332,-14.831785,-24.230078,-5.6610785,-18.72823,-6.780522,0.5434529,0.15181477864583334,0.07944,2578.4409083622686,2271.1228279123434,4525.262451171875
a041.WAV,a041,Angry,-375.9834,44.359158,-25.929407,-12.293602,-32.210808,-19.821892,-3.7465432,-30.589918,-7.2898693,-11.948749,-11.190451,-8.017336,-15.05184,0.19343897315997566,0.058257356,2894.7974127254934,2467.504822047266,5373.8177891195255
a042.WAV,a042,Angry,-361.10748,57.794083,-29.48678,-9.245992,-26.612068,-27.504486,-21.44544,-28.040215,-26.486261,-7.799314,-20.618587,-8.469792,-23.463995,0.12255359086834017,0.055143896,2137.3404196320753,2092.6352757074155,3994.43124239562
a043.WAV,a043,Angry,-342.66006,55.1641,-37.459568,-40.673042,-42.395126,-6.3076415,-12.386979,-18.192598,-25.071367,1.5703728,-5.7028446,-4.8687253,5.574986,0.11627197265625,0.06601998,2064.253228597996,2098.7855016336644,3955.9919877485795
a044.WAV,a044,Angry,-411.7679,21.2176,-30.50443,-17.535456,-19.80393,-21.15978,-14.001747,-22.842813,-25.035604,-4.9752736,-19.03405,-1.8284627,5.3491664,0.23078155517578125,0.03700768,3051.727359211504,2544.6220762098183,5762.038421630859
a045.WAV,a045,Angry,-384.48242,60.6933,-31.603662,7.595562,-33.37587,-40.690704,-10.105976,-37.459396,-15.349357,-15.280565,-24.281591,-10.835267,-27.610622,0.12180062918187348,0.036700014,2185.410125081448,2073.0599566388637,4159.051736427919
a046.WAV,a046,Angry,-417.63297,44.9425,-35.57516,-17.59929,-25.274992,-22.98303,-13.979929,-26.434294,-19.795965,-8.794299,-18.71961,-8.875725,-22.217768,0.1830512152777778,0.030822817,2615.619286867917,2302.702122396325,4858.972722833807
a047.WAV,a047,Angry,-475.84882,57.565258,-11.747709,-13.644807,-26.711737,-22.182869,-5.3796797,-23.538769,-15.650975,-11.945689,-14.679353,-13.484432,-18.65221,0.14268720910904256,0.020381281,2300.3729966208016,2320.4065484150606,4420.319902135971
n001.WAV,n001,Normal,-278.25946,110.03752,-28.02247,28.272852,-7.6986847,-22.30447,1.697257,-27.803408,-17.120985,-6.271035,-14.019324,-5.202721,-19.186419,0.07853970462328767,0.073612526,1720.4434981727916,1897.4410684773297,3518.835114779538
n002.WAV,n002,Normal,-272.43585,49.550735,-19.087692,12.982928,-5.3042717,-20.17083,-2.801141,-7.993461,-19.89781,16.496246,-15.126662,-2.974215,-12.362317,0.1342144590435606,0.079629846,2506.2977764551524,2226.6440246205493,4343.671209161932
n003.WAV,n003,Normal,-464.7614,57.368065,-0.069315046,29.876122,15.405313,-4.406021,2.2995493,-7.7294116,-1.3776245,-5.9461308,-2.735084,1.0484381,-10.053538,0.11098845108695653,0.052494183,2425.5808744661867,2405.0341423765144,5090.418011209239
n004.WAV,n004,Normal,-368.2455,127.9894,40.55997,30.659195,-11.490534,-24.428175,-9.866858,-1.3969632,-12.289651,-8.85582,-12.008359,-12.645879,-19.891748,0.0348388671875,0.09861629,953.1161441661823,1503.8728715428788,1736.9219970703125
n005.WAV,n005,Normal,-317.8364,89.46219,-51.65875,26.325407,2.7040355,-3.1127052,-17.002157,-10.756012,-19.24579,23.836992,-27.090536,2.0601652,-3.9101908,0.11186667049632353,0.060214464,1917.5026774509456,1613.7034169661008,3416.3376752068016
n006.WAV,n006,Normal,-352.5723,123.230896,-44.28519,-1.8187113,-4.6503067,-24.841618,-11.554818,-11.387449,-24.423399,5.840342,-17.156328,6.6048446,1.1625984,0.07766027617872807,0.04577644,1475.7800438709128,1531.4118998897422,2681.6865619860196
n007.WAV,n007,Normal,-358.6334,128.87982,22.881132,30.272612,-3.0598807,-20.302576,5.8064327,-9.542824,-12.321067,-3.6790493,-10.660384,-5.788659,-18.268034,0.02799825465425532,0.073963754,910.628608400484,1528.647545705897,1566.884142287234
n008.WAV,n008,Normal,-360.7876,104.35933,-22.650013,18.424946,-6.1045966,-13.052851,10.512616,-15.904406,-9.475111,0.28107226,-7.650721,-1.9105258,-15.261387,0.08449052019817073,0.07307432,1909.2317204269461,1997.8758547451966,3939.7883717606705
n009.WAV,n009,Normal,-439.24216,81.07893,8.565947,22.871778,1.4369309,-10.809409,10.389249,-2.4762769,-6.2447834,-0.7714556,-6.0106416,-3.4112806,-5.5294456,0.09334483045212766,0.058521695,2049.4213280568983,2246.936090320879,4350.852414394947
n010.WAV,n010,Normal,-339.12158,114.48253,-1.6803306,25.732725,-4.9351306,-22.729599,6.303327,-14.271175,-17.511562,-9.604781,-15.04308,-4.799648,-13.70931,0.0657174824089404,0.07671483,1440.782898612644,1800.500968542926,2790.760166597682
n011.WAV,n011,Normal,-331.50876,77.56245,12.426062,32.40765,-1.2023344,-17.536108,5.7680902,-12.360968,-11.360599,-9.458207,-16.721645,-2.585836,-19.727266,0.11231788429054054,0.08327369,2042.1011329032779,2051.3934022145945,3626.2108055320946
n012.WAV,n012,Normal,-319.75418,122.321106,-14.546156,23.229492,-9.856063,-21.503603,9.8869,-13.944343,-18.932585,-8.526023,-14.41032,-2.6259806,-15.623618,0.05992617849576271,0.060005285,1460.6967506117817,1776.9428763699962,2876.2033236228813
n013.WAV,n013,Normal,-282.01202,111.34717,4.2815084,27.036013,-8.825474,-27.492115,9.694276,-18.183712,-25.473455,-7.7686787,-21.002258,-8.154963,-19.434343,0.06836779364224138,0.11201143,1505.360551421972,1872.4251036078845,2883.7785391971984
n014.WAV,n014,Normal,-384.5442,106.45233,2.4031975,11.98181,13.096404,-8.216196,-0.63753307,-0.37921372,-18.352291,-0.2794129,-14.172157,-0.27566874,-0.5866775,0.05191970254010695,0.04472552,1231.8567386804639,1727.4550138182576,2035.5210248161766
n015.WAV,n015,Normal,-372.47098,68.280136,-12.538161,-0.7769377,-9.878714,-15.23754,8.268535,-1.4070307,-23.397663,6.56701,-17.316042,-2.208108,-7.557168,0.0897058385019084,0.046406396,1792.575199730637,2145.786952069641,3337.8930477695612
n016.WAV,n016,Normal,-311.03653,124.20204,-2.9715803,23.78076,-18.02938,-29.100662,18.022673,-15.241806,-15.562792,-11.777519,-12.738818,-1.4351505,-15.434855,0.07008844020562771,0.09737168,1449.3570931060613,1799.973460366204,2939.2356178977275
n017.WAV,n017,Normal,-273.56824,107.531075,-23.062746,32.82832,-11.25097,-21.998411,7.0018826,-27.504686,-10.978053,-8.511016,-11.820644,-2.1285765,-18.139088,0.0745273166232639,0.08198251,1732.0486351016643,1887.9098582174,3429.8355102539062
n018.WAV,n018,Normal,-361.64166,145.0261,-13.216534,1.9821571,5.490078,-27.216888,-6.258232,-5.4132376,-19.073397,-0.42173818,-14.104463,-8.028578,0.05731108,0.06241288879107981,0.04355787,1209.4858240012397,1489.5918628769816,2135.7803559639083
n019.WAV,n019,Normal,-240.11148,121.97056,-7.0039573,24.030588,-21.050058,-18.212635,10.985605,-16.104746,-19.001953,-4.2982316,-13.387903,-0.7976372,-18.644035,0.059814453125,0.113758065,1452.0231396089812,1756.3284590535395,2959.3303811961205
n020.WAV,n020,Normal,-352.51642,93.033455,-27.071453,25.169127,-2.8553653,-11.795339,4.4431243,-16.90713,2.6351085,6.0056677,-5.0999155,2.327556,-10.993104,0.12412109375,0.07903932,2174.786175348982,1841.3654452174496,4041.064453125
n021.WAV,n021,Normal,-453.3459,78.30879,-16.040277,16.402895,-1.6457,-6.114253,4.025811,-10.646908,2.863581,1.9539057,-1.244746,3.297398,-6.505239,0.07907885174418605,0.046854556,2334.608067312015,2478.8690954504827,5303.427620821221
n022.WAV,n022,Normal,-286.3879,129.36595,-25.396963,22.336237,-20.315668,-11.517007,19.783916,-20.3839,-5.6891994,-4.292107,-0.2202157,-1.0069592,-21.70788,0.05918817934782609,0.11111183,1529.8461170980331,1816.7607162777738,3257.755180027174
n023.WAV,n023,Normal,-369.63983,77.61022,3.98054,27.922125,2.8157506,-3.7202156,2.4242918,-10.122055,-4.5224867,-3.6028502,-2.1188917,-0.89136153,-10.645331,0.12478715945512821,0.07188124,2387.786292387013,2211.141001613113,4628.1203049879805
n024.WAV,n024,Normal,-393.8062,67.59994,6.6879907,18.115463,-12.688504,-4.890701,1.1145617,-10.135027,-5.24781,-1.966231,0.8533971,-3.7200458,-9.35335,0.12802269345238096,0.07398294,2367.6384046471176,1965.1920860098571,3892.63916015625
n025.WAV,n025,Normal,-256.98608,105.41179,-1.6297537,34.79505,0.12373675,-26.142616,7.8402762,-17.108482,-16.058702,-5.1781583,-16.862988,-4.80858,-17.863016,0.05732979910714286,0.12812819,1548.0848647957341,1922.4849293415261,3038.9501953125
n026.WAV,n026,Normal,-164.8687,136.04823,-16.74447,11.68189,-6.186504,-1.1937859,-6.634581,-7.3655224,-12.515494,9.756436,-6.9131174,6.668461,-4.387566,0.07434451941287878,0.21758324,1531.002662870766,1773.7640542161578,2950.64697265625
n027.WAV,n027,Normal,-202.34688,107.28093,-14.741071,14.863476,-7.985471,4.575705,-2.188641,-4.070403,-10.311744,6.972009,-7.449371,7.664323,-8.721524,0.10276187044902912,0.13702631,2029.908601293423,2145.6489579104195,4030.2630081917478
n028.WAV,n028,Normal,-155.55644,117.661736,-16.132925,38.80753,-1.5323877,-4.131478,-11.626522,-4.26613,-11.03733,6.2315392,-16.3224,12.064995,-10.136729,0.0947265625,0.17449458,1872.23188270537,1985.2541068192859,3856.564053622159
n029.WAV,n029,Normal,-189.89975,121.90737,-10.958076,33.39412,-0.124544606,7.94808,-6.3955975,1.7301537,-6.439962,6.4476695,-8.234396,4.311126,-6.337254,0.07417149697580645,0.11347591,1764.0613730086338,2000.7283498795496,3711.6990612399195
n030.WAV,n030,Normal,-208.04654,111.7406,-1.177316,39.678978,0.005306684,-17.059296,2.3815808,-8.547402,-15.76208,-9.952846,-20.265505,-3.975284,-3.7247312,0.0919940655048077,0.09115248,1849.4829026766931,1964.4656890258457,3469.951453575721
n031.WAV,n031,Normal,-288.00842,119.56947,5.963561,18.181095,0.3045682,-6.726449,5.714705,-8.75528,-16.946966,-5.0683975,-14.190666,-4.813251,-2.099,0.06686580882352941,0.078551754,1601.0475736398685,1968.2646328520325,3159.6808938419117
n032.WAV,n032,Normal,-240.39136,143.10944,-5.88267,15.196946,-10.927549,-8.181559,11.48595,-11.538402,-14.935955,0.5267349,-5.6107264,1.1832578,-6.2264347,0.07378054887820513,0.09409545,1388.3313594289866,1649.9627607419006,2403.160682091346
n033.WAV,n033,Normal,-305.3172,118.89305,4.221225,5.9727483,-11.641285,8.266832,3.0977814,-8.249451,-4.337661,4.717515,3.822994,-3.8947296,-2.2886171,0.04833984375,0.094203055,1259.467576694034,1657.9310034118298,2237.044806229441
n034.WAV,n034,Normal,-264.7942,106.90734,-9.140855,24.641508,-0.012056274,-12.624576,6.36189,-8.042907,-14.690127,-5.001974,-6.9011135,2.177434,-7.5190105,0.06650472005208333,0.09681034,1481.2547736728109,1688.3736192542133,2817.9964599609375
n035.WAV,n035,Normal,-303.94772,111.00137,-3.0718756,22.483994,3.7165227,-11.193221,8.823037,-3.9659843,-14.809457,-8.47811,-0.90022933,-0.30425817,-9.333881,0.0650973849826389,0.090137094,1575.8426061469445,1866.4743082048783,2954.534912109375
n036.WAV,n036,Normal,-288.3038,84.271065,-9.282053,26.733229,0.58633614,-18.700947,-11.969974,-12.813624,-18.268036,2.947382,-12.7775345,-2.623047,-4.3378167,0.058283487955729164,0.12217441,1567.9086258530253,1762.7018288799045,2934.796142578125
n037.WAV,n037,Normal,-216.17384,125.158066,-7.8822446,42.294243,-0.064599425,-22.293934,9.575933,-3.3570983,-32.818417,-2.4158185,-12.281587,2.8587182,-5.88256,0.059981921487603305,0.12483324,1460.2130614136142,1706.3507698505837,2712.9166532153927
n038.WAV,n038,Normal,-241.08215,138.19313,-10.064505,30.985235,-4.2258134,-7.339396,-0.33434373,-10.682599,-14.698654,-6.9583726,-6.64046,-2.5360487,-0.7627945,0.0515869140625,0.11487527,1254.712208318836,1583.0079085667123,2193.4259033203125
n039.WAV,n039,Normal,-271.73242,122.33181,-5.6421394,18.153208,-9.063291,-11.326686,-8.437015,-13.246724,-5.4595275,-2.7901237,4.754936,-8.8863325,-7.6924686,0.043965657552083336,0.1415898,1140.9957953904316,1509.5665935324294,1906.9221496582031
n040.WAV,n040,Normal,-199.71799,132.41145,-0.49110886,13.248348,-21.839705,-7.46005,7.017492,-4.826757,-23.801487,-2.1575625,-6.0000367,-3.7867453,2.0723734,0.08587239583333334,0.1138541,1572.5867545364165,1832.8607281019724,2978.0419921875
n041.WAV,n041,Normal,-286.2853,110.33501,-19.060589,-2.344278,-23.85054,0.023755671,9.789546,-10.724893,-11.29,-1.8206065,5.2564507,-3.9703054,-0.8315152,0.06583748282967034,0.10868732,1464.8030259423813,1638.4436736545895,2537.3685396634614
n042.WAV,n042,Normal,-253.25873,144.60542,-6.895534,21.764484,-4.630403,-17.720894,6.2106166,-5.2633014,-18.076164,-7.907497,2.2545662,-0.9022395,-11.888845,0.06957194010416666,0.11275284,1373.0628312268248,1572.3862764136977,2384.622802734375
n043.WAV,n043,Normal,-275.37653,120.397484,3.643744,12.519072,-19.084805,-12.653801,4.1045227,-17.543837,-21.549831,-3.850341,-6.4489975,2.6604414,-8.701632,0.05698507146317829,0.11211673,1328.1648517293904,1700.8536930927667,2403.956781431686
n044.WAV,n044,Normal,-314.19174,109.30815,-3.9407232,25.545507,-3.1474082,-2.3427987,2.0326855,-10.412008,-12.412609,0.46546283,1.141927,-1.9061074,-7.8130302,0.0691180889423077,0.08442151,1548.5184780510513,1759.5137986285372,3077.2603665865386
