filename,speaker_id,accent,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,zcr,rms,centroid,bandwidth,rolloff
b011.WAV,B011,Batangas,-445.8355,45.10964,-21.509693,1.7408304,-16.523981,-24.146456,-8.013238,-18.012678,-23.261251,-14.149574,-14.359766,-12.555774,-24.367731,0.16414023631840796,0.026645921,2378.27280121388,2208.330284296485,4179.744709071829
b012.WAV,B012,Batangas,-465.9546,80.84719,-9.470014,-18.239473,-34.39375,-31.254324,-4.7828135,-18.276503,-16.233162,-2.1049159,-29.450974,-4.842471,-17.401604,0.13274436773255813,0.04285492,1750.4585722184795,1822.5416293500048,2834.871230014535
b013.WAV,B013,Batangas,-381.5493,72.10303,-39.006012,-17.10124,-24.860949,-20.824425,-4.24119,-17.900833,-20.82552,-7.3909945,-24.52406,-12.17244,-14.958166,0.14544122869318182,0.057803404,1839.7010268715128,1872.2443381627493,3263.0959250710225
b014.WAV,B014,Batangas,-360.00983,60.69999,-43.23796,2.7167947,-11.424485,-54.589676,-8.504551,-27.851171,-17.260422,-15.642691,-23.573761,4.9591036,-35.53049,0.10246508049242424,0.04844236,2110.42178596953,2173.359825506592,3649.8779296875
b015.WAV,B015,Batangas,-396.83853,91.79966,-28.205647,-13.409621,-20.59708,-45.840584,-13.362252,-32.729176,-19.178202,-17.279385,-27.282045,2.692302,-34.959507,0.07208086993243243,0.034434877,1493.9470477573282,1870.3550426568906,2532.7702702702704
b016.WAV,B016,Batangas,-430.02264,64.31674,-9.876529,-13.997893,-14.66636,-17.895618,-14.756911,-21.613344,-13.974939,-10.784352,-20.282003,-12.783977,-18.837118,0.15613731971153846,0.031797312,1999.3291930785008,2007.5057118185196,3549.665715144231
b017.WAV,B017,Batangas,-502.58667,72.96768,31.954414,-24.187593,-55.942787,-39.90453,-5.705972,-6.5487666,-21.567957,-0.1549363,-25.453245,1.4687878,-15.560008,0.23116932744565216,0.03263041,2490.0458149792544,2321.388526800123,4102.0751953125
b018.WAV,B018,Batangas,-439.03925,61.63168,-13.483943,-10.999326,-17.484789,-20.311663,-20.077093,-16.08958,-8.586789,-10.434145,-17.00384,-2.844507,-18.418774,0.20435631793478262,0.04638563,2259.4340206469647,2153.637258931618,4059.945015285326
b019.WAV,B019,Batangas,-513.9881,43.44823,-19.721626,-7.037636,-11.694991,-21.049007,-16.78082,-17.547752,-18.224522,-8.904005,-15.900196,-4.36232,2.3055482,0.19779376594387754,0.026214765,2646.3694841437014,2370.726922269354,4937.255859375
b020.WAV,B020,Batangas,-382.20676,48.38812,-27.427046,-14.932487,-16.957684,-20.651218,-7.2546835,-25.447018,-25.975002,-9.638204,-17.65435,-7.296875,-18.565945,0.11696058788726334,0.033519235,2346.9122531850285,2371.150026928689,4598.598985786897
b021.WAV,B021,Batangas,-426.43912,46.616825,-22.549786,-19.307665,-29.329567,-25.180628,-9.870043,-15.764848,-23.067835,-14.321895,-13.849415,-11.581744,-16.48877,0.2511638484589041,0.026559085,2946.814051667557,2390.5868309079788,5066.497217465753
b022.WAV,B022,Batangas,-360.92722,91.27575,-69.48679,-32.90767,-27.140713,-9.708873,-10.444886,-10.950941,-13.852334,-0.32064846,-20.076515,-5.1792593,-11.929696,0.08571213942307693,0.055100407,1607.3992706530332,1590.4808349149853,2632.019981971154
b023.WAV,B023,Batangas,-317.67215,63.464745,-55.557,1.3677948,-16.487793,-41.067062,-21.833923,-26.066883,-14.009954,-17.491383,-18.71286,-11.862459,-30.67617,0.09014892578125,0.05820357,1959.293213730095,1848.4099833617865,3055.359649658203
b024.WAV,B024,Batangas,-532.4114,35.76025,-19.384146,-14.526878,-19.446722,-19.464714,-14.2629385,-10.983271,-20.619818,-5.601151,-13.833109,-7.5305,-13.478349,0.3516916950389105,0.012512512,3508.1042750498113,2504.183078915032,6038.597207867218
b025.WAV,B025,Batangas,-413.10104,54.428,-39.846584,-15.516437,-19.42547,-22.303835,-6.483108,-14.595826,-8.848444,-13.121619,-11.992782,-1.0120819,-17.71326,0.15886124320652173,0.040494286,2631.713604970554,2189.3633530847133,4562.230383831522
b026.WAV,B026,Batangas,-405.76324,93.26512,-34.557102,-33.250423,-43.246952,-27.787046,4.0526614,-27.534883,-18.362125,-9.018667,-19.61447,-2.121604,-19.33882,0.11391977163461539,0.045343637,1655.2456683235034,1792.85517472265,2680.469689002404
l001.wav,L001,Laguna,-467.83853,82.73377,23.912725,11.397405,-4.720812,0.14031732,-1.7023358,7.879043,-10.367526,-1.3208197,-7.0851073,1.7096478,0.55102843,0.06557077726628895,0.019947434,1768.3680886861116,2111.054019794993,3863.8069477027266
l002.wav,L002,Laguna,-489.7013,80.14032,20.162434,15.887731,-3.0187914,0.8242462,5.6280403,7.3215647,-5.1865335,-3.7166572,-7.4842043,5.9611464,1.8877119,0.07349996726606145,0.014751283,1864.1503400965723,2092.940570577823,4050.3473889228353
l003.wav,L003,Laguna,-463.0198,103.1139,21.67723,16.37912,2.8533926,4.0583057,12.772583,12.407059,-8.940282,0.8379055,-3.9697928,8.771049,0.16111584,0.04318657973057644,0.019335192,1309.0161566580898,1831.4421136391786,2714.9375513980262
l004.wav,L004,Laguna,-476.14307,94.07608,14.379093,19.412926,-5.1860523,4.7660513,1.2228007,8.286361,-9.652938,-0.6195253,-3.7148879,0.27964276,2.5556748,0.061896671660958906,0.015314309,1711.3185127471563,2035.630145236518,3788.0444001498286
l005.wav,L005,Laguna,-466.11063,72.52833,27.734688,6.8650455,-5.0717874,8.05032,5.4133415,10.838513,-3.5985038,1.9199997,-3.375926,8.654146,4.656036,0.09772767024253731,0.016774429,2109.133755962928,2140.909262593931,4378.2465601679105
l006.wav,L006,Laguna,-491.9634,91.59753,18.198442,13.947334,-1.5366057,2.173434,9.388053,8.047086,-6.762031,-2.0773911,0.42519543,5.5287247,3.7150075,0.059223175048828125,0.012351226,1611.0348401172541,1971.0639798870418,3584.044647216797
l007.wav,L007,Laguna,-457.06583,76.95079,26.321453,5.0933456,-8.484405,5.3082614,6.292651,6.6740894,-6.4919887,-0.47343078,-3.4100568,6.786704,3.1486318,0.07619858947568389,0.017338453,1887.459530080531,2105.371626333322,3996.3072431848404
l008.wav,L008,Laguna,-461.10648,81.50752,21.862915,5.8531704,-0.9361261,1.3330016,6.22509,10.367774,-9.52055,-0.8321491,-5.132632,7.6836524,2.8335788,0.09104757106050532,0.01622222,1998.3681125432913,2171.984892997148,4158.685757251496
l009.wav,L009,Laguna,-371.2091,91.19826,12.767898,19.308207,-13.299427,4.5302753,-7.2398176,6.548589,-12.382066,-6.6436257,-1.501657,2.0877004,1.3767223,0.09447216045047857,0.033475515,1857.0511703221077,1868.2885604075993,3469.8879513401216
l010.wav,L010,Laguna,-366.03143,95.67556,1.2406284,29.319412,-17.437471,1.5026648,-8.85884,6.359995,-15.1954,-2.8273134,-4.4994817,0.28015727,-1.409907,0.09702542701863354,0.035383847,1891.5306256907547,1867.7224351044583,3597.8549592391305
l011.wav,L011,Laguna,-357.33432,87.46054,6.715523,30.339386,-16.400301,-2.239239,-6.538903,4.0437427,-14.100153,-4.4222364,-5.8893156,1.5641481,-1.7488604,0.09008764251460874,0.036777835,1820.2457771276395,1831.24895215701,3450.2553986340035
l012.wav,L012,Laguna,-422.2665,70.63878,25.51748,14.219475,-8.227615,-3.0811522,-1.7128531,11.661925,-9.341803,-2.4611359,-6.138719,1.5596001,2.7847857,0.08316248544254658,0.028915983,1981.5847132800839,2147.0162269150032,4244.649074388587
l013.wav,L013,Laguna,-501.87088,95.63263,13.7564535,19.023605,-8.239761,3.87462,11.962591,7.731221,-8.750554,0.9249124,-3.8599904,1.9199384,3.6953478,0.06061357321198454,0.010550806,1701.0811110342563,2027.0369810172142,3814.651331950709
l014.wav,L014,Laguna,-458.42514,79.84015,21.538692,10.19054,-4.965977,3.183297,0.49757817,6.023875,-5.875614,-3.4646878,-3.9754322,3.545792,3.7103941,0.06741898148148148,0.016744701,1659.7855784054104,1982.072296853888,3616.0495334201387
l015.wav,L015,Laguna,-481.07968,96.525925,16.607105,10.654146,-5.901957,2.1193068,7.421985,6.3793516,-8.853271,-3.9351313,-4.5450044,6.053174,2.1979926,0.06257331134915015,0.015414008,1613.5159614408506,1941.3598253763357,3460.2881412668203
l016.wav,L016,Laguna,-261.6517,143.77048,-16.120092,14.5212145,4.0059943,21.91313,-12.833242,3.7176313,-6.124425,1.0110065,-6.706265,2.4067376,1.4891616,0.059033446050995024,0.054513738,1385.8129581437222,1733.0697870306499,2595.500889109142
l017.wav,L017,Laguna,-255.28032,137.52791,-6.8354034,15.30282,-6.189488,12.181562,-15.589949,5.9070997,7.0907097,1.4140271,-11.589221,2.9199164,0.799478,0.057907759777607364,0.05955413,1438.9300166407884,1827.2129149463656,2746.209978911043
l018.wav,L018,Laguna,-251.333,145.18001,-14.186811,12.1409025,7.0709434,19.460407,-14.878721,7.4040065,-3.2781184,2.2218628,-9.565586,-0.60925484,-0.80118394,0.04837740384615385,0.07826273,1280.7886653346004,1701.6596576964919,2340.0518329326924
l019.wav,L019,Laguna,-238.37383,138.13408,-17.7817,17.323027,1.0975589,15.53502,-16.640343,1.6250844,-2.2181375,1.4631778,-12.63134,0.9605623,-1.1797646,0.05746129047439759,0.077934355,1416.4887085850512,1781.9770065691057,2691.650390625
l020.wav,L020,Laguna,-255.15897,138.04831,-12.701228,16.47559,3.4727573,13.329851,-12.692891,2.1604903,0.27166173,-0.26563284,-11.472462,-1.1884147,-1.3167596,0.05408896169354839,0.077486716,1340.3385405583888,1726.7481266846978,2502.0192792338707
l021.wav,L021,Laguna,-244.5257,137.91222,-19.010273,14.104357,2.4480357,19.206142,-13.130107,5.45888,-1.6840819,-7.189797,-2.3848093,0.2428775,-2.8642554,0.0639563764450867,0.069193296,1410.2173773565275,1728.717241519356,2601.2856191293354
l022.wav,L022,Laguna,-248.14609,146.0516,-20.572302,17.114048,1.6397694,20.300045,-17.421219,2.590227,-4.6961293,-5.401351,-7.1683836,3.419293,-4.8300886,0.05189985795454546,0.073692806,1284.261393306948,1659.7821039816295,2434.1654829545455
l023.wav,L023,Laguna,-263.12967,146.83455,-17.048706,13.957123,-1.8646106,19.133736,-18.322554,8.373181,0.9651236,-1.7112579,-4.883845,2.9904256,-1.3109055,0.05884148092830882,0.056100145,1343.6621399351245,1696.1454315892124,2491.6765998391543
l024.wav,L024,Laguna,-273.40424,144.62396,-21.438059,15.126049,-1.5521976,18.848812,-21.556509,6.119787,-0.22110571,-1.1362581,-5.5565453,3.571914,-5.3349676,0.05330113002232143,0.054796588,1341.7332432354326,1703.7565683036664,2533.5479736328125
l025.wav,L025,Laguna,-275.25696,145.53305,-16.227682,18.671654,3.2422442,19.38523,-17.97807,6.9463935,-1.674812,3.4632418,-7.290134,4.261727,-5.947326,0.05254185267857143,0.041186534,1332.2597216798847,1764.5604445770036,2485.423828125
l026.wav,L026,Laguna,-259.0948,134.58438,-22.776026,13.337916,-0.32393166,22.102219,-7.7857265,4.3602567,-6.3624797,-1.4387167,-7.822943,7.58327,-2.2520902,0.06791392543859649,0.06188144,1528.4202976447436,1777.087050189867,2799.4108501233554
l027.wav,L027,Laguna,-287.35175,142.61069,-21.037619,16.885,-0.24434601,15.917163,-18.938955,7.7147126,0.9028405,5.082972,-7.105107,2.806053,-4.0541615,0.052071453010948905,0.037057534,1371.026243950519,1759.6546661855753,2547.440800353558
l028.wav,L028,Laguna,-271.51962,146.7644,-14.490493,13.061657,-6.3365283,12.006788,-21.84972,11.162032,2.9116461,1.8870248,-4.861198,0.28870338,-1.259858,0.057260777828467155,0.048014592,1349.533681448029,1721.8372911784363,2414.86228330292
l029.wav,L029,Laguna,-261.6517,143.77048,-16.120092,14.5212145,4.0059943,21.91313,-12.833242,3.7176313,-6.124425,1.0110065,-6.706265,2.4067376,1.4891616,0.059033446050995024,0.054513738,1385.8129581437222,1733.0697870306499,2595.500889109142
l030.wav,L030,Laguna,-255.28032,137.52791,-6.8354034,15.30282,-6.189488,12.181562,-15.589949,5.9070997,7.0907097,1.4140271,-11.589221,2.9199164,0.799478,0.057907759777607364,0.05955413,1438.9300166407884,1827.2129149463656,2746.209978911043
l031.wav,L031,Laguna,-251.333,145.18001,-14.186811,12.1409025,7.0709434,19.460407,-14.878721,7.4040065,-3.2781184,2.2218628,-9.565586,-0.60925484,-0.80118394,0.04837740384615385,0.07826273,1280.7886653346004,1701.6596576964919,2340.0518329326924
l032.wav,L032,Laguna,-238.37383,138.13408,-17.7817,17.323027,1.0975589,15.53502,-16.640343,1.6250844,-2.2181375,1.4631778,-12.63134,0.9605623,-1.1797646,0.05746129047439759,0.077934355,1416.4887085850512,1781.9770065691057,2691.650390625
l033.wav,L033,Laguna,-255.15897,138.04831,-12.701228,16.47559,3.4727573,13.329851,-12.692891,2.1604903,0.27166173,-0.26563284,-11.472462,-1.1884147,-1.3167596,0.05408896169354839,0.077486716,1340.3385405583888,1726.7481266846978,2502.0192792338707
l034.wav,L034,Laguna,-244.5257,137.91222,-19.010273,14.104357,2.4480357,19.206142,-13.130107,5.45888,-1.6840819,-7.189797,-2.3848093,0.2428775,-2.8642554,0.0639563764450867,0.069193296,1410.2173773565275,1728.717241519356,2601.2856191293354
l035.wav,L035,Laguna,-248.14609,146.0516,-20.572302,17.114048,1.6397694,20.300045,-17.421219,2.590227,-4.6961293,-5.401351,-7.1683836,3.419293,-4.8300886,0.05189985795454546,0.073692806,1284.261393306948,1659.7821039816295,2434.1654829545455
l036.wav,L036,Laguna,-263.12967,146.83455,-17.048706,13.957123,-1.8646106,19.133736,-18.322554,8.373181,0.9651236,-1.7112579,-4.883845,2.9904256,-1.3109055,0.05884148092830882,0.056100145,1343.6621399351245,1696.1454315892124,2491.6765998391543
l037.wav,L037,Laguna,-273.40424,144.62396,-21.438059,15.126049,-1.5521976,18.848812,-21.556509,6.119787,-0.22110571,-1.1362581,-5.5565453,3.571914,-5.3349676,0.05330113002232143,0.054796588,1341.7332432354326,1703.7565683036664,2533.5479736328125
l038.wav,L038,Laguna,-275.25696,145.53305,-16.227682,18.671654,3.2422442,19.38523,-17.97807,6.9463935,-1.674812,3.4632418,-7.290134,4.261727,-5.947326,0.05254185267857143,0.041186534,1332.2597216798847,1764.5604445770036,2485.423828125
l039.wav,L039,Laguna,-259.0948,134.58438,-22.776026,13.337916,-0.32393166,22.102219,-7.7857265,4.3602567,-6.3624797,-1.4387167,-7.822943,7.58327,-2.2520902,0.06791392543859649,0.06188144,1528.4202976447436,1777.087050189867,2799.4108501233554
l040.wav,L040,Laguna,-287.35175,142.61069,-21.037619,16.885,-0.24434601,15.917163,-18.938955,7.7147126,0.9028405,5.082972,-7.105107,2.806053,-4.0541615,0.052071453010948905,0.037057534,1371.026243950519,1759.6546661855753,2547.440800353558
l041.wav,L041,Laguna,-271.51962,146.7644,-14.490493,13.061657,-6.3365283,12.006788,-21.84972,11.162032,2.9116461,1.8870248,-4.861198,0.28870338,-1.259858,0.057260777828467155,0.048014592,1349.533681448029,1721.8372911784363,2414.86228330292
l042.wav,L042,Laguna,-254.98886,143.35712,-16.530737,18.986935,0.97133386,15.710239,-26.460915,7.3145328,2.1372142,-3.1002135,-2.2980447,-0.5464078,-4.790543,0.053604035687869825,0.06332937,1339.4365715619838,1725.3019574911689,2522.379027598003
l043.wav,L043,Laguna,-270.17953,142.79198,-14.27837,13.122881,-7.481472,11.003531,-16.059483,10.633737,0.37419894,1.4783581,-8.850223,3.5694275,-4.6580095,0.05499046969126506,0.054720942,1382.0140415776366,1757.6539499106545,2568.8073583396085
l044.wav,L044,Laguna,-250.1765,134.6765,-20.991474,14.64096,6.0257187,20.393726,-17.387983,3.9763265,-0.58845,-3.4781966,-6.365602,3.002902,-4.64776,0.06851599351415094,0.06927624,1470.5573958645764,1762.1298502440486,2761.3285856426887
l045.wav,L045,Laguna,-249.9971,142.37207,-18.069538,15.104043,-0.22171754,9.383052,-21.63877,9.365113,0.37269682,-3.0423393,-3.654396,1.6394968,-6.282216,0.06279926915322581,0.067914054,1402.0847716875285,1716.3695353239482,2669.839339717742
l046.wav,L046,Laguna,-270.84732,150.46559,-17.351347,13.739981,6.396982,6.847468,-19.889374,10.255017,-1.3537878,1.0773735,-8.311299,-1.4610701,-6.3571177,0.050951221321202535,0.058810256,1245.8623362528692,1619.380946820721,2267.5962037678005
l047.wav,L047,Laguna,-257.71558,158.51208,-16.437832,6.5691476,2.5148792,5.119123,-17.114906,8.116336,5.4273324,-4.9768915,-10.047614,2.419619,-5.5831294,0.04986779868197279,0.074518144,1148.476861539261,1496.2738856894032,1995.703125
l048.wav,L048,Laguna,-264.93796,147.0029,-11.069004,16.18194,-0.7511012,14.973394,-21.365059,14.277168,4.62666,2.9300005,-8.841275,1.8598176,-4.9485135,0.05930228855298913,0.048432972,1387.78447081926,1776.5046671991333,2677.7825396993885
l049.wav,L049,Laguna,-248.92613,144.65768,-17.890402,13.174589,-2.4448957,16.73962,-15.190708,5.871457,-2.9328532,0.25333303,-2.034007,1.0508816,-0.7143241,0.06232683730778472,0.050318036,1407.4459454008972,1726.119825803451,2605.502056834905
l050.wav,L050,Laguna,-242.45348,154.9697,-9.450723,2.2853065,-11.563782,16.809462,-6.1474695,8.857435,-7.0428348,0.8272269,0.314321,3.0984905,-5.4847326,0.059029643294341676,0.056498583,1275.0031153430252,1643.706671577765,2244.265877907372
l051.wav,L051,Laguna,-253.09378,148.91531,-10.8754,19.059862,-13.375281,14.135092,-4.34432,6.303064,-3.003036,5.333333,0.019264558,3.792429,-6.015749,0.0587865780944227,0.053311735,1307.3747263325802,1674.8183376173997,2474.215606271404
l052.wav,L052,Laguna,-250.93855,147.86497,-21.249233,19.376774,-4.8624353,9.156702,-7.734368,4.2931533,-1.0080796,5.435429,-0.45949754,-2.0869572,-7.786013,0.060159131874580815,0.048920706,1314.271508045562,1630.9634284110937,2467.580875880282
q001.wav,Q001,Quezon,-197.39107,69.42685,4.752298,6.3114,5.240531,-2.2769146,-2.0137064,-7.080913,-6.7380357,-7.133214,-3.2231936,-1.7872906,-11.024302,0.15297234195402298,0.107232854,2935.7302343144634,2830.199569862292,6007.949302936422
q002.wav,Q002,Quezon,-183.46284,97.90876,24.678474,25.154726,18.233011,12.227522,-3.2268555,-1.3618962,8.476716,5.5877833,6.116959,4.4078107,-1.1426204,0.09099469866071429,0.13046166,2147.348620778635,2541.72667190144,4443.804931640625
q003.wav,Q003,Quezon,-160.93452,65.649254,14.049303,24.05226,15.828059,-4.5524297,-7.933106,-6.829505,-1.9200925,-0.13500723,4.3910303,4.9032655,-7.4764132,0.12559349102209943,0.1319585,2891.7387002380765,2881.0883481091923,6059.098352253108
q004.wav,Q004,Quezon,-182.70464,88.91879,14.928541,25.584307,16.320555,4.639757,-7.2392607,-9.690534,6.50427,-0.32185996,5.767312,1.2533082,-1.3262825,0.09640279630335366,0.11205936,2349.383015139697,2685.187792189551,5057.808034012957
q005.wav,Q005,Quezon,-169.11305,59.628674,12.859851,15.469506,8.034435,-12.786398,-15.827056,-10.569707,-11.226718,-5.623374,-8.16588,-4.4219375,-8.962359,0.17287887893356643,0.1213985,3118.7539003174525,2907.0101174730116,6398.824710445804
q006.wav,Q006,Quezon,-202.90773,81.99736,-2.4626837,11.012637,5.340667,-8.619014,-1.3103385,-10.052802,-4.464683,-1.2493974,-1.4242458,0.42908135,-7.301483,0.11401220995508982,0.11850794,2538.902932979996,2663.9774511194937,5221.157051132111
q007.wav,Q007,Quezon,-194.766,69.31211,9.658726,8.60316,15.654478,-6.7290134,-16.792622,-5.2687936,-5.428516,-1.50465,-3.6925266,-0.4636667,-14.676262,0.11059705196823204,0.1348056,2696.588607983602,2895.6202071687617,5987.182212534531
q008.wav,Q008,Quezon,-193.94926,84.27104,15.410657,9.723633,16.472551,8.51084,-6.633057,4.231683,4.044513,12.528466,4.2272964,4.538671,-7.2387557,0.10596390845070422,0.12117346,2446.853044039709,2703.7844073202546,5206.789172535211
q009.wav,Q009,Quezon,-195.14342,66.51961,13.085621,12.86026,11.950211,-4.2971005,-14.307965,-0.16839981,-1.770066,1.3255495,-2.1212385,-1.1772048,-15.439795,0.09786709872159091,0.13634469,2603.790321882795,2863.1996712802083,5974.6074329723015
q010.wav,Q010,Quezon,-196.5555,62.584984,14.535284,10.089291,11.172507,-10.412715,-14.000551,-6.0400076,-4.172941,5.0431833,-4.640549,-2.3419065,-12.078131,0.14961729307432434,0.119304925,3136.523732154488,3053.4628464376347,6940.093169341216
q011.wav,Q011,Quezon,-180.58688,96.93368,0.2195905,11.694182,5.0746617,-12.252595,-9.7029505,-1.1815138,-3.8700244,2.0902941,1.7128551,3.1438966,-6.4343605,0.09126842960487662,0.13314468,2080.489056004306,2379.1525270346074,4155.0858422535985
q012.wav,Q012,Quezon,-191.90187,60.272015,7.2273436,4.16955,1.6339873,-2.2286701,-1.1824584,-7.8678846,0.2644705,5.294962,-6.9997683,-1.2946537,-4.6333475,0.20058984375,0.11553039,3374.5188519903545,2844.5820463025893,6439.3751953125
q013.wav,Q013,Quezon,-196.4339,87.60227,3.713231,9.423024,10.211502,-1.263374,3.5712655,0.42348742,-4.093527,6.1515756,-2.5228221,1.3910868,1.9168042,0.10510164803832117,0.11318914,2473.7988088244924,2701.982282771459,5294.103023779653
q014.wav,Q014,Quezon,-206.93425,76.486465,10.627204,19.196302,19.39158,3.03128,2.068525,0.43564546,-4.622489,4.872838,-1.8962059,3.6672497,-4.828946,0.0845001650528169,0.13505349,2482.0736446036026,2845.7251821983004,5637.377413897447
q015.wav,Q015,Quezon,-173.28378,87.756454,6.5604234,11.399587,11.291269,-4.5112805,-4.6686654,-5.4691525,3.4470563,3.3854399,-3.4578447,3.4319737,-1.4379158,0.11078621748554913,0.11711007,2455.840628941635,2612.4411431851336,4971.493830157153
q016.wav,Q016,Quezon,-185.80595,83.70252,13.608679,26.723793,22.78521,-0.06656336,1.7570087,2.4473474,1.3009691,7.171962,-2.5468926,6.636711,-2.5685859,0.08043077256944445,0.13256206,2350.544044493683,2738.8607892367986,5261.478678385417
q017.wav,Q017,Quezon,-193.48141,83.456696,10.692745,11.902081,10.48176,-8.057829,1.3629177,-5.044433,-6.998,-0.15402183,-7.9411364,-0.7530748,-4.4283104,0.1009246826171875,0.13631985,2493.032174356932,2802.8133220524387,5450.255584716797
q018.wav,Q018,Quezon,-177.61429,69.000244,4.546799,9.756247,10.25914,-11.91238,-4.974398,-7.0291133,-6.3417864,3.7525403,-6.2126627,-4.2085633,-5.6801224,0.15702930980960264,0.116403,3023.6456102043144,2771.820521634764,6039.207852597268
q019.wav,Q019,Quezon,-197.8944,93.872826,11.058958,22.10098,3.9423401,-12.252771,-4.58765,-2.8954957,-2.3950613,1.8683189,1.4528899,4.3712378,-7.5583944,0.09457713160021551,0.13135627,2179.504097319767,2446.821463268365,4439.799973060345
q020.wav,Q020,Quezon,-176.24673,93.93634,-3.961777,12.966829,4.593363,-15.487462,-15.216096,-8.349238,-2.7144942,3.9464126,-1.8018843,3.8503273,-9.859333,0.10181761657047388,0.1313706,2233.3911647160785,2402.5573512670285,4402.872849901276
q021.wav,Q021,Quezon,-198.3255,93.00241,6.0462074,17.38526,11.860841,-6.4506936,-5.9977255,-1.7603835,-0.57879734,-0.08711188,2.5232413,5.7263336,-8.072475,0.11262904075502152,0.11612073,2363.6402146353985,2562.318969858849,4845.418667895893
q022.wav,Q022,Quezon,-176.43486,102.60063,-1.6838503,15.41297,11.696679,-9.003207,-6.8231106,-7.4270144,-2.7885537,-3.2263575,-0.5965128,9.255975,-7.3585396,0.08692586573632316,0.1379681,2069.51118164761,2383.3753452330957,4177.455104216365
q023.wav,Q023,Quezon,-219.05704,72.96039,4.2917013,10.360613,11.768826,-2.5448074,-6.628021,-4.049519,-7.5111485,-0.6064521,-5.736414,-2.744751,-7.0045705,0.121917724609375,0.12058219,2778.7664826111145,2826.392118263574,5821.114540100098
q024.wav,Q024,Quezon,-201.65646,69.51086,3.5167828,21.651438,11.586558,-8.001636,-5.1887197,-2.6083016,-1.0979398,-1.3370669,-8.134766,0.69566905,-5.308153,0.10524946201347306,0.13696761,2563.588694416535,2698.141284750481,5321.602351936752
q025.wav,Q025,Quezon,-192.94052,89.54597,7.7522826,8.704085,11.378755,0.45619515,3.1156297,-0.9795422,-0.59919953,6.4184217,0.2282386,5.793843,2.0255089,0.10656467013888889,0.12298798,2464.679070674771,2675.3107622619395,5147.6318359375
r001.WAV,R001,Rizal,-368.2455,127.9894,40.55997,30.659195,-11.490534,-24.428175,-9.866858,-1.3969632,-12.289651,-8.85582,-12.008359,-12.645879,-19.891748,0.0348388671875,0.09861629,953.1161441661823,1503.8728715428788,1736.9219970703125
